챕터,스테이지,55% 적정투력,75% 적정투력,100% 적정투력,120% 적정투력
210,210-5,390M 38K,520M 51K,650M 63K,780M 76K
210,210-6,390M 415K,520M 553K,650M 692K,780M 830K
210,210-7,390M 792K,521M 56K,651M 320K,781M 584K
210,210-8,391M 170K,521M 560K,651M 950K,782M 340K
210,210-9,391M 548K,522M 64K,652M 580K,783M 96K
210,210-10,391M 926K,522M 568K,653M 210K,783M 852K
210,210-11,392M 305K,523M 73K,653M 842K,784M 610K
210,210-12,392M 684K,523M 579K,654M 473K,785M 368K
210,210-13,393M 64K,524M 85K,655M 106K,786M 127K
210,210-14,393M 444K,524M 591K,655M 739K,786M 887K
210,210-15,393M 824K,525M 98K,656M 373K,787M 647K
210,210-16,394M 204K,525M 606K,657M 7K,788M 408K
210,210-17,394M 585K,526M 113K,657M 642K,789M 170K
210,210-18,394M 967K,526M 622K,658M 277K,789M 933K
210,210-19,395M 348K,527M 131K,658M 913K,790M 696K
210,210-20,395M 730K,527M 640K,659M 550K,791M 460K
210,210-21,396M 113K,528M 150K,660M 187K,792M 225K
210,210-22,396M 495K,528M 660K,660M 825K,792M 990K
210,210-23,396M 879K,529M 171K,661M 464K,793M 757K
210,210-24,397M 262K,529M 683K,662M 103K,794M 524K
210,210-25,397M 646K,530M 194K,662M 743K,795M 291K
210,210-26,398M 30K,530M 707K,663M 383K,796M 60K
210,210-27,398M 415K,531M 220K,664M 24K,796M 829K
210,210-28,398M 800K,531M 733K,664M 666K,797M 599K
210,210-29,399M 185K,532M 247K,665M 308K,798M 370K
210,210-30,399M 571K,532M 761K,665M 951K,799M 142K
211,211-1,399M 957K,533M 276K,666M 595K,799M 914K
211,211-2,400M 344K,533M 791K,667M 239K,800M 687K
211,211-3,400M 730K,534M 307K,667M 884K,801M 460K
211,211-4,401M 118K,534M 823K,668M 529K,802M 235K
211,211-5,401M 505K,535M 340K,669M 175K,803M 10K
211,211-6,401M 893K,535M 858K,669M 822K,803M 786K
211,211-7,402M 282K,536M 375K,670M 469K,804M 563K
211,211-8,402M 670K,536M 894K,671M 117K,805M 340K
211,211-9,403M 60K,537M 413K,671M 766K,806M 119K
211,211-10,403M 449K,537M 932K,672M 415K,806M 898K
211,211-11,403M 839K,538M 452K,673M 65K,807M 677K
211,211-12,404M 229K,538M 972K,673M 715K,808M 458K
211,211-13,404M 620K,539M 493K,674M 366K,809M 239K
211,211-14,405M 11K,540M 14K,675M 18K,810M 21K
211,211-15,405M 402K,540M 536K,675M 670K,810M 804K
211,211-16,405M 794K,541M 58K,676M 323K,811M 587K
211,211-17,406M 186K,541M 581K,676M 976K,812M 372K
211,211-18,406M 579K,542M 105K,677M 631K,813M 157K
211,211-19,406M 971K,542M 628K,678M 285K,813M 942K
211,211-20,407M 365K,543M 153K,678M 941K,814M 729K
211,211-21,407M 758K,543M 678K,679M 597K,815M 516K
211,211-22,408M 152K,544M 203K,680M 254K,816M 304K
211,211-23,408M 547K,544M 729K,680M 911K,817M 93K
211,211-24,408M 942K,545M 255K,681M 569K,817M 883K
211,211-25,409M 337K,545M 782K,682M 228K,818M 673K
211,211-26,409M 732K,546M 310K,682M 887K,819M 464K
211,211-27,410M 128K,546M 838K,683M 547K,820M 256K
211,211-28,410M 525K,547M 366K,684M 207K,821M 49K
211,211-29,410M 921K,547M 895K,684M 868K,821M 842K
211,211-30,411M 318K,548M 424K,685M 530K,822M 636K
212,212-1,411M 716K,548M 954K,686M 193K,823M 431K
212,212-2,412M 114K,549M 485K,686M 856K,824M 227K
212,212-3,412M 512K,550M 16K,687M 520K,825M 23K
212,212-4,412M 911K,550M 547K,688M 184K,825M 821K
212,212-5,413M 310K,551M 79K,688M 849K,826M 619K
212,212-6,413M 709K,551M 612K,689M 515K,827M 417K
212,212-7,414M 109K,552M 145K,690M 181K,828M 217K
212,212-8,414M 509K,552M 678K,690M 848K,829M 17K
212,212-9,414M 909K,553M 212K,691M 515K,829M 818K
212,212-10,415M 310K,553M 747K,692M 184K,830M 620K
212,212-11,415M 712K,554M 282K,692M 853K,831M 423K
212,212-12,416M 113K,554M 818K,693M 522K,832M 226K
212,212-13,416M 516K,555M 354K,694M 192K,833M 31K
212,212-14,416M 918K,555M 891K,694M 863K,833M 836K
212,212-15,417M 321K,556M 428K,695M 535K,834M 641K
212,212-16,417M 724K,556M 965K,696M 207K,835M 448K
212,212-17,418M 128K,557M 504K,696M 879K,836M 255K
212,212-18,418M 532K,558M 42K,697M 553K,837M 63K
212,212-19,418M 936K,558M 582K,698M 227K,837M 872K
212,212-20,419M 341K,559M 121K,698M 902K,838M 682K
212,212-21,419M 746K,559M 662K,699M 577K,839M 492K
212,212-22,420M 152K,560M 203K,700M 253K,840M 304K
212,212-23,420M 558K,560M 744K,700M 930K,841M 116K
212,212-24,420M 964K,561M 286K,701M 607K,841M 928K
212,212-25,421M 371K,561M 828K,702M 285K,842M 742K
212,212-26,421M 778K,562M 371K,702M 964K,843M 556K
212,212-27,422M 186K,562M 915K,703M 643K,844M 372K
212,212-28,422M 594K,563M 458K,704M 323K,845M 187K
212,212-29,423M 2K,564M 3K,705M 4K,846M 4K
212,212-30,423M 411K,564M 548K,705M 685K,846M 822K
213,213-1,423M 820K,565M 94K,706M 367K,847M 640K
213,213-2,424M 230K,565M 640K,707M 49K,848M 459K
213,213-3,424M 640K,566M 186K,707M 733K,849M 279K
213,213-4,425M 50K,566M 733K,708M 417K,850M 100K
213,213-5,425M 461K,567M 281K,709M 101K,850M 921K
213,213-6,425M 872K,567M 829K,709M 786K,851M 744K
213,213-7,426M 284K,568M 378K,710M 472K,852M 567K
213,213-8,426M 695K,568M 927K,711M 159K,853M 390K
213,213-9,427M 108K,569M 477K,711M 846K,854M 215K
213,213-10,427M 521K,570M 27K,712M 534K,855M 41K
213,213-11,427M 934K,570M 578K,713M 222K,855M 867K
213,213-12,428M 347K,571M 129K,713M 912K,856M 694K
213,213-13,428M 761K,571M 681K,714M 602K,857M 522K
213,213-14,429M 175K,572M 234K,715M 292K,858M 350K
213,213-15,429M 590K,572M 787K,715M 983K,859M 180K
213,213-16,430M 5K,573M 340K,716M 675K,860M 10K
213,213-17,430M 421K,573M 894K,717M 368K,860M 841K
213,213-18,430M 837K,574M 449K,718M 61K,861M 673K
213,213-19,431M 253K,575M 4K,718M 755K,862M 506K
213,213-20,431M 670K,575M 560K,719M 449K,863M 339K
213,213-21,432M 87K,576M 116K,720M 145K,864M 173K
213,213-22,432M 505K,576M 673K,720M 841K,865M 9K
213,213-23,432M 922K,577M 230K,721M 537K,865M 844K
213,213-24,433M 341K,577M 788K,722M 234K,866M 681K
213,213-25,433M 760K,578M 346K,722M 932K,867M 519K
213,213-26,434M 179K,578M 905K,723M 631K,868M 357K
213,213-27,434M 598K,579M 464K,724M 330K,869M 196K
213,213-28,435M 18K,580M 24K,725M 30K,870M 36K
213,213-29,435M 439K,580M 585K,725M 731K,870M 877K
213,213-30,435M 859K,581M 146K,726M 432K,871M 718K
214,214-1,436M 281K,581M 707K,727M 134K,872M 561K
214,214-2,436M 702K,582M 269K,727M 837K,873M 404K
214,214-3,437M 124K,582M 832K,728M 540K,874M 248K
214,214-4,437M 547K,583M 395K,729M 244K,875M 93K
214,214-5,437M 969K,583M 959K,729M 949K,875M 938K
214,214-6,438M 393K,584M 523K,730M 654K,876M 785K
214,214-7,438M 816K,585M 88K,731M 360K,877M 632K
214,214-8,439M 240K,585M 654K,732M 67K,878M 480K
214,214-9,439M 665K,586M 220K,732M 774K,879M 329K
214,214-10,440M 90K,586M 786K,733M 482K,880M 179K
214,214-11,440M 515K,587M 353K,734M 191K,881M 29K
214,214-12,440M 941K,587M 921K,734M 901K,881M 881K
214,214-13,441M 367K,588M 489K,735M 611K,882M 733K
214,214-14,441M 793K,589M 57K,736M 322K,883M 586K
214,214-15,442M 220K,589M 627K,737M 33K,884M 440K
214,214-16,442M 647K,590M 196K,737M 745K,885M 294K
214,214-17,443M 75K,590M 767K,738M 458K,886M 150K
214,214-18,443M 503K,591M 338K,739M 172K,887M 6K
214,214-19,443M 932K,591M 909K,739M 886K,887M 863K
214,214-20,444M 361K,592M 481K,740M 601K,888M 721K
214,214-21,444M 790K,593M 54K,741M 317K,889M 580K
214,214-22,445M 220K,593M 627K,742M 33K,890M 440K
214,214-23,445M 650K,594M 200K,742M 750K,891M 300K
214,214-24,446M 81K,594M 775K,743M 468K,892M 162K
214,214-25,446M 512K,595M 349K,744M 186K,893M 24K
214,214-26,446M 944K,595M 925K,744M 906K,893M 887K
214,214-27,447M 375K,596M 500K,745M 625K,894M 750K
214,214-28,447M 808K,597M 77K,746M 346K,895M 615K
214,214-29,448M 241K,597M 654K,747M 67K,896M 481K
214,214-30,448M 674K,598M 231K,747M 789K,897M 347K
215,215-1,449M 107K,598M 809K,748M 512K,898M 214K
215,215-2,449M 541K,599M 388K,749M 235K,899M 82K
215,215-3,449M 976K,599M 967K,749M 959K,899M 951K
215,215-4,450M 410K,600M 547K,750M 684K,900M 820K
215,215-5,450M 846K,601M 127K,751M 409K,901M 691K
215,215-6,451M 281K,601M 708K,752M 135K,902M 562K
215,215-7,451M 717K,602M 290K,752M 862K,903M 434K
215,215-8,452M 154K,602M 872K,753M 590K,904M 307K
215,215-9,452M 591K,603M 454K,754M 318K,905M 181K
215,215-10,453M 28K,604M 37K,755M 47K,906M 56K
215,215-11,453M 466K,604M 621K,755M 776K,906M 932K
215,215-12,453M 904K,605M 205K,756M 507K,907M 808K
215,215-13,454M 343K,605M 790K,757M 238K,908M 685K
215,215-14,454M 782K,606M 376K,757M 969K,909M 563K
215,215-15,455M 221K,606M 962K,758M 702K,910M 442K
215,215-16,455M 661K,607M 548K,759M 435K,911M 322K
215,215-17,456M 102K,608M 135K,760M 169K,912M 203K
215,215-18,456M 542K,608M 723K,760M 904K,913M 84K
215,215-19,456M 984K,609M 311K,761M 639K,913M 967K
215,215-20,457M 425K,609M 900K,762M 375K,914M 850K
215,215-21,457M 867K,610M 489K,763M 112K,915M 734K
215,215-22,458M 310K,611M 79K,763M 849K,916M 619K
215,215-23,458M 752K,611M 670K,764M 587K,917M 504K
215,215-24,459M 196K,612M 261K,765M 326K,918M 391K
215,215-25,459M 640K,612M 853K,766M 66K,919M 279K
215,215-26,460M 84K,613M 445K,766M 806K,920M 167K
215,215-27,460M 528K,614M 38K,767M 547K,921M 56K
215,215-28,460M 973K,614M 631K,768M 289K,921M 946K
215,215-29,461M 419K,615M 225K,769M 31K,922M 837K
215,215-30,461M 865K,615M 819K,769M 774K,923M 729K
216,216-1,462M 311K,616M 414K,770M 518K,924M 621K
216,216-2,462M 758K,617M 10K,771M 263K,925M 515K
216,216-3,463M 205K,617M 606K,772M 8K,926M 409K
216,216-4,463M 652K,618M 203K,772M 754K,927M 304K
216,216-5,464M 101K,618M 801K,773M 501K,928M 201K
216,216-6,464M 549K,619M 399K,774M 248K,929M 98K
216,216-7,464M 998K,619M 997K,774M 996K,929M 995K
216,216-8,465M 447K,620M 596K,775M 745K,930M 894K
216,216-9,465M 897K,621M 196K,776M 495K,931M 794K
216,216-10,466M 347K,621M 796K,777M 245K,932M 694K
216,216-11,466M 798K,622M 397K,777M 996K,933M 595K
216,216-12,467M 249K,622M 998K,778M 748K,934M 497K
216,216-13,467M 701K,623M 601K,779M 501K,935M 401K
216,216-14,468M 152K,624M 203K,780M 254K,936M 304K
216,216-15,468M 605K,624M 806K,781M 8K,937M 209K
216,216-16,469M 58K,625M 410K,781M 762K,938M 115K
216,216-17,469M 511K,626M 14K,782M 518K,939M 21K
216,216-18,469M 965K,626M 619K,783M 274K,939M 929K
216,216-19,470M 419K,627M 225K,784M 31K,940M 837K
216,216-20,470M 873K,627M 831K,784M 789K,941M 746K
216,216-21,471M 328K,628M 438K,785M 547K,942M 656K
216,216-22,471M 784K,629M 45K,786M 306K,943M 567K
216,216-23,472M 240K,629M 653K,787M 66K,944M 479K
216,216-24,472M 696K,630M 261K,787M 827K,945M 392K
216,216-25,473M 153K,630M 870K,788M 588K,946M 305K
216,216-26,473M 610K,631M 480K,789M 350K,947M 220K
216,216-27,474M 68K,632M 90K,790M 113K,948M 135K
216,216-28,474M 526K,632M 701K,790M 876K,949M 51K
216,216-29,474M 984K,633M 312K,791M 640K,949M 968K
216,216-30,475M 443K,633M 924K,792M 405K,950M 886K
217,217-1,475M 903K,634M 537K,793M 171K,951M 805K
217,217-2,476M 363K,635M 150K,793M 938K,952M 725K
217,217-3,476M 823K,635M 764K,794M 705K,953M 646K
217,217-4,477M 284K,636M 378K,795M 473K,954M 567K
217,217-5,477M 745K,636M 993K,796M 241K,955M 490K
217,217-6,478M 207K,637M 609K,797M 11K,956M 413K
217,217-7,478M 669K,638M 225K,797M 781K,957M 337K
217,217-8,479M 131K,638M 842K,798M 552K,958M 262K
217,217-9,479M 594K,639M 459K,799M 324K,959M 188K
217,217-10,480M 58K,640M 77K,800M 96K,960M 115K
217,217-11,480M 522K,640M 696K,800M 869K,961M 43K
217,217-12,480M 986K,641M 315K,801M 643K,961M 972K
217,217-13,481M 451K,641M 934K,802M 418K,962M 901K
217,217-14,481M 916K,642M 555K,803M 193K,963M 832K
217,217-15,482M 382K,643M 176K,803M 969K,964M 763K
217,217-16,482M 848K,643M 797K,804M 746K,965M 695K
217,217-17,483M 315K,644M 419K,805M 524K,966M 629K
217,217-18,483M 782K,645M 42K,806M 302K,967M 563K
217,217-19,484M 249K,645M 665K,807M 82K,968M 498K
217,217-20,484M 717K,646M 289K,807M 861K,969M 434K
217,217-21,485M 185K,646M 914K,808M 642K,970M 370K
217,217-22,485M 654K,647M 539K,809M 424K,971M 308K
217,217-23,486M 124K,648M 165K,810M 206K,972M 247K
217,217-24,486M 593K,648M 791K,810M 989K,973M 186K
217,217-25,487M 64K,649M 418K,811M 772K,974M 127K
217,217-26,487M 534K,650M 46K,812M 557K,975M 68K
217,217-27,488M 5K,650M 674K,813M 342K,976M 10K
217,217-28,488M 477K,651M 302K,814M 128K,976M 953K
217,217-29,488M 949K,651M 932K,814M 915K,977M 897K
217,217-30,489M 421K,652M 562K,815M 702K,978M 842K
218,218-1,489M 894K,653M 192K,816M 490K,979M 788K
218,218-2,490M 368K,653M 824K,817M 279K,980M 735K
218,218-3,490M 842K,654M 455K,818M 69K,981M 683K
218,218-4,491M 316K,655M 88K,818M 860K,982M 631K
218,218-5,491M 791K,655M 721K,819M 651K,983M 581K
218,218-6,492M 266K,656M 355K,820M 443K,984M 532K
218,218-7,492M 742K,656M 989K,821M 236K,985M 483K
218,218-8,493M 218K,657M 624K,822M 29K,986M 435K
218,218-9,493M 694K,658M 259K,822M 824K,987M 388K
218,218-10,494M 172K,658M 895K,823M 619K,988M 343K
218,218-11,494M 649K,659M 532K,824M 415K,989M 298K
218,218-12,495M 127K,660M 169K,825M 211K,990M 254K
218,218-13,495M 606K,660M 807K,826M 9K,991M 211K
218,218-14,496M 84K,661M 446K,826M 807K,992M 168K
218,218-15,496M 564K,662M 85K,827M 606K,993M 127K
218,218-16,497M 44K,662M 725K,828M 406K,994M 87K
218,218-17,497M 524K,663M 365K,829M 206K,995M 48K
218,218-18,498M 5K,664M 6K,830M 8K,996M 9K
218,218-19,498M 486K,664M 648K,830M 810K,996M 972K
218,218-20,498M 968K,665M 290K,831M 613K,997M 935K
218,218-21,499M 450K,665M 933K,832M 416K,998M 899K
218,218-22,499M 933K,666M 577K,833M 221K,999M 865K
218,218-23,500M 416K,667M 221K,834M 26K,1G 1M
218,218-24,500M 899K,667M 865K,834M 832K,1G 2M
218,218-25,501M 383K,668M 511K,835M 638K,1G 3M
218,218-26,501M 868K,669M 157K,836M 446K,1G 4M
218,218-27,502M 353K,669M 803K,837M 254K,1G 5M
218,218-28,502M 838K,670M 451K,838M 63K,1G 6M
218,218-29,503M 324K,671M 99K,838M 873K,1G 7M
218,218-30,503M 810K,671M 747K,839M 684K,1G 8M
219,219-1,504M 297K,672M 396K,840M 495K,1G 9M
219,219-2,504M 785K,673M 46K,841M 307K,1G 10M
219,219-3,505M 272K,673M 696K,842M 120K,1G 11M
219,219-4,505M 761K,674M 347K,842M 934K,1G 12M
219,219-5,506M 249K,674M 999K,843M 749K,1G 13M
219,219-6,506M 739K,675M 651K,844M 564K,1G 14M
219,219-7,507M 228K,676M 304K,845M 380K,1G 15M
219,219-8,507M 718K,676M 958K,846M 197K,1G 16M
219,219-9,508M 209K,677M 612K,847M 15K,1G 17M
219,219-10,508M 700K,678M 267K,847M 833K,1G 18M
219,219-11,509M 192K,678M 922K,848M 653K,1G 19M
219,219-12,509M 684K,679M 578K,849M 473K,1G 20M
219,219-13,510M 176K,680M 235K,850M 294K,1G 21M
219,219-14,510M 669K,680M 892K,851M 115K,1G 22M
219,219-15,511M 163K,681M 550K,851M 938K,1G 23M
219,219-16,511M 657K,682M 209K,852M 761K,1G 24M
219,219-17,512M 151K,682M 868K,853M 585K,1G 25M
219,219-18,512M 646K,683M 528K,854M 410K,1G 26M
219,219-19,513M 141K,684M 188K,855M 235K,1G 27M
219,219-20,513M 637K,684M 850K,856M 62K,1G 28M
219,219-21,514M 134K,685M 511K,856M 889K,1G 29M
219,219-22,514M 631K,686M 174K,857M 717K,1G 30M
219,219-23,515M 128K,686M 837K,858M 546K,1G 31M
219,219-24,515M 626K,687M 501K,859M 376K,1G 32M
219,219-25,516M 124K,688M 165K,860M 206K,1G 33M
219,219-26,516M 623K,688M 830K,861M 37K,1G 34M
219,219-27,517M 122K,689M 496K,861M 869K,1G 35M
219,219-28,517M 622K,690M 162K,862M 702K,1G 36M
219,219-29,518M 122K,690M 829K,863M 536K,1G 37M
219,219-30,518M 622K,691M 496K,864M 370K,1G 38M
220,220-1,519M 124K,692M 165K,865M 206K,1G 39M
220,220-2,519M 625K,692M 834K,866M 42K,1G 40M
220,220-3,520M 127K,693M 503K,866M 879K,1G 41M
220,220-4,520M 630K,694M 173K,867M 716K,1G 42M
220,220-5,521M 133K,694M 844K,868M 555K,1G 43M
220,220-6,521M 637K,695M 515K,869M 394K,1G 44M
220,220-7,522M 141K,696M 188K,870M 234K,1G 45M
220,220-8,522M 645K,696M 860K,871M 75K,1G 46M
220,220-9,523M 150K,697M 534K,871M 917K,1G 47M
220,220-10,523M 656K,698M 208K,872M 760K,1G 48M
220,220-11,524M 162K,698M 882K,873M 603K,1G 49M
220,220-12,524M 668K,699M 558K,874M 447K,1G 50M
220,220-13,525M 175K,700M 234K,875M 292K,1G 51M
220,220-14,525M 683K,700M 910K,876M 138K,1G 52M
220,220-15,526M 191K,701M 588K,876M 985K,1G 53M
220,220-16,526M 699K,702M 266K,877M 832K,1G 54M
220,220-17,527M 208K,702M 944K,878M 680K,1G 55M
220,220-18,527M 718K,703M 624K,879M 529K,1G 56M
220,220-19,528M 228K,704M 304K,880M 379K,1G 57M
220,220-20,528M 738K,704M 984K,881M 230K,1G 58M
220,220-21,529M 249K,705M 665K,882M 82K,1G 59M
220,220-22,529M 761K,706M 347K,882M 934K,1G 60M
220,220-23,530M 273K,707M 30K,883M 787K,1G 61M
220,220-24,530M 785K,707M 713K,884M 641K,1G 62M
220,220-25,531M 298K,708M 397K,885M 496K,1G 63M
220,220-26,531M 811K,709M 82K,886M 352K,1G 64M
220,220-27,532M 325K,709M 767K,887M 208K,1G 65M
220,220-28,532M 840K,710M 453K,888M 66K,1G 66M
220,220-29,533M 355K,711M 139K,888M 924K,1G 67M
220,220-30,533M 870K,711M 826K,889M 783K,1G 68M
221,221-1,534M 386K,712M 514K,890M 643K,1G 69M
221,221-2,534M 902K,713M 203K,891M 503K,1G 70M
221,221-3,535M 419K,713M 892K,892M 365K,1G 71M
221,221-4,535M 937K,714M 582K,893M 227K,1G 72M
221,221-5,536M 454K,715M 272K,894M 90K,1G 73M
221,221-6,536M 973K,715M 964K,894M 954K,1G 74M
221,221-7,537M 492K,716M 655K,895M 819K,1G 75M
221,221-8,538M 11K,717M 348K,896M 685K,1G 77M
221,221-9,538M 531K,718M 41K,897M 551K,1G 78M
221,221-10,539M 51K,718M 735K,898M 419K,1G 79M
221,221-11,539M 572K,719M 430K,899M 287K,1G 80M
221,221-12,540M 94K,720M 125K,900M 156K,1G 81M
221,221-13,540M 616K,720M 821K,901M 26K,1G 82M
221,221-14,541M 138K,721M 517K,901M 896K,1G 83M
221,221-15,541M 661K,722M 214K,902M 768K,1G 84M
221,221-16,542M 184K,722M 912K,903M 640K,1G 85M
221,221-17,542M 708K,723M 611K,904M 514K,1G 86M
221,221-18,543M 233K,724M 310K,905M 388K,1G 87M
221,221-19,543M 758K,725M 10K,906M 263K,1G 88M
221,221-20,544M 283K,725M 711K,907M 138K,1G 89M
221,221-21,544M 809K,726M 412K,908M 15K,1G 90M
221,221-22,545M 336K,727M 114K,908M 892K,1G 91M
221,221-23,545M 863K,727M 817K,909M 771K,1G 92M
221,221-24,546M 390K,728M 520K,910M 650K,1G 93M
221,221-25,546M 918K,729M 224K,911M 530K,1G 94M
221,221-26,547M 447K,729M 929K,912M 411K,1G 95M
221,221-27,547M 976K,730M 634K,913M 292K,1G 96M
221,221-28,548M 505K,731M 340K,914M 175K,1G 98M
221,221-29,549M 35K,732M 47K,915M 58K,1G 99M
221,221-30,549M 566K,732M 754K,915M 943K,1G 100M
222,222-1,550M 97K,733M 462K,916M 828K,1G 101M
222,222-2,550M 628K,734M 171K,917M 714K,1G 102M
222,222-3,551M 160K,734M 880K,918M 600K,1G 103M
222,222-4,551M 693K,735M 591K,919M 488K,1G 104M
222,222-5,552M 226K,736M 301K,920M 377K,1G 105M
222,222-6,552M 760K,737M 13K,921M 266K,1G 106M
222,222-7,553M 294K,737M 725K,922M 156K,1G 107M
222,222-8,553M 829K,738M 438K,923M 47K,1G 108M
222,222-9,554M 364K,739M 152K,923M 939K,1G 109M
222,222-10,554M 900K,739M 866K,924M 832K,1G 110M
222,222-11,555M 436K,740M 581K,925M 726K,1G 111M
222,222-12,555M 972K,741M 296K,926M 620K,1G 112M
222,222-13,556M 510K,742M 13K,927M 516K,1G 114M
222,222-14,557M 48K,742M 730K,928M 412K,1G 115M
222,222-15,557M 586K,743M 448K,929M 309K,1G 116M
222,222-16,558M 125K,744M 166K,930M 207K,1G 117M
222,222-17,558M 664K,744M 885K,931M 106K,1G 118M
222,222-18,559M 204K,745M 605K,932M 6K,1G 119M
222,222-19,559M 744K,746M 325K,932M 907K,1G 120M
222,222-20,560M 285K,747M 47K,933M 808K,1G 121M
222,222-21,560M 827K,747M 769K,934M 711K,1G 122M
222,222-22,561M 368K,748M 491K,935M 614K,1G 123M
222,222-23,561M 911K,749M 214K,936M 518K,1G 124M
222,222-24,562M 454K,749M 938K,937M 423K,1G 125M
222,222-25,562M 997K,750M 663K,938M 329K,1G 126M
222,222-26,563M 541K,751M 388K,939M 235K,1G 128M
222,222-27,564M 86K,752M 115K,940M 143K,1G 129M
222,222-28,564M 631K,752M 841K,941M 52K,1G 130M
222,222-29,565M 177K,753M 569K,941M 961K,1G 131M
222,222-30,565M 723K,754M 297K,942M 871K,1G 132M
223,223-1,566M 270K,755M 26K,943M 782K,1G 133M
223,223-2,566M 817K,755M 756K,944M 694K,1G 134M
223,223-3,567M 365K,756M 486K,945M 607K,1G 135M
223,223-4,567M 913K,757M 217K,946M 521K,1G 136M
223,223-5,568M 462K,757M 949K,947M 436K,1G 137M
223,223-6,569M 11K,758M 681K,948M 351K,1G 139M
223,223-7,569M 561K,759M 414K,949M 268K,1G 140M
223,223-8,570M 111K,760M 148K,950M 185K,1G 141M
223,223-9,570M 662K,760M 883K,951M 103K,1G 142M
223,223-10,571M 214K,761M 618K,952M 22K,1G 143M
223,223-11,571M 766K,762M 354K,952M 942K,1G 144M
223,223-12,572M 318K,763M 91K,953M 863K,1G 145M
223,223-13,572M 871K,763M 828K,954M 785K,1G 146M
223,223-14,573M 425K,764M 566K,955M 707K,1G 147M
223,223-15,573M 979K,765M 305K,956M 631K,1G 148M
223,223-16,574M 533K,766M 44K,957M 555K,1G 150M
223,223-17,575M 89K,766M 785K,958M 481K,1G 151M
223,223-18,575M 644K,767M 526K,959M 407K,1G 152M
223,223-19,576M 201K,768M 267K,960M 334K,1G 153M
223,223-20,576M 757K,769M 10K,961M 262K,1G 154M
223,223-21,577M 315K,769M 753K,962M 191K,1G 155M
223,223-22,577M 873K,770M 497K,963M 121K,1G 156M
223,223-23,578M 431K,771M 241K,964M 51K,1G 157M
223,223-24,578M 990K,771M 987K,964M 983K,1G 158M
223,223-25,579M 550K,772M 733K,965M 916K,1G 160M
223,223-26,580M 110K,773M 479K,966M 849K,1G 161M
223,223-27,580M 670K,774M 227K,967M 783K,1G 162M
223,223-28,581M 231K,774M 975K,968M 718K,1G 163M
223,223-29,581M 793K,775M 724K,969M 655K,1G 164M
223,223-30,582M 355K,776M 473K,970M 592K,1G 165M
224,224-1,582M 918K,777M 224K,971M 530K,1G 166M
224,224-2,583M 481K,777M 975K,972M 468K,1G 167M
224,224-3,584M 45K,778M 727K,973M 408K,1G 169M
224,224-4,584M 609K,779M 479K,974M 349K,1G 170M
224,224-5,585M 174K,780M 232K,975M 290K,1G 171M
224,224-6,585M 740K,780M 986K,976M 233K,1G 172M
224,224-7,586M 306K,781M 741K,977M 176K,1G 173M
224,224-8,586M 872K,782M 496K,978M 120K,1G 174M
224,224-9,587M 440K,783M 253K,979M 66K,1G 175M
224,224-10,588M 7K,784M 9K,980M 12K,1G 177M
224,224-11,588M 575K,784M 767K,980M 959K,1G 178M
224,224-12,589M 144K,785M 525K,981M 907K,1G 179M
224,224-13,589M 713K,786M 284K,982M 855K,1G 180M
224,224-14,590M 283K,787M 44K,983M 805K,1G 181M
224,224-15,590M 854K,787M 805K,984M 756K,1G 182M
224,224-16,591M 425K,788M 566K,985M 708K,1G 183M
224,224-17,591M 996K,789M 328K,986M 660K,1G 184M
224,224-18,592M 568K,790M 91K,987M 614K,1G 186M
224,224-19,593M 141K,790M 854K,988M 568K,1G 187M
224,224-20,593M 714K,791M 619K,989M 523K,1G 188M
224,224-21,594M 288K,792M 384K,990M 479K,1G 189M
224,224-22,594M 862K,793M 149K,991M 437K,1G 190M
224,224-23,595M 437K,793M 916K,992M 395K,1G 191M
224,224-24,596M 12K,794M 683K,993M 354K,1G 193M
224,224-25,596M 588K,795M 451K,994M 313K,1G 194M
